8.77481	5.77809	3.18315	0.722009	1.7523	1.10793	-2.64567	9.58858	-9.8766
4.93175	5.4825	2.56409	0.467727	-0.312755	-0.873975	2.85699	0.640541	0.5838
5.17667	1.08916	3.32202	-0.994708	-1.08316	-0.639665	23.7657	-16.4355	-5.21273
2.03351	5.01832	7.78509	-2.25912	0.0678741	-1.63678	24.4185	-7.29625	11.9731
8.27155	5.60061	6.68082	-1.65512	0.9891	-0.905371	-0.35745	5.39459	4.69652
2.13675	3.04317	1.66735	0.0740423	-1.7506	1.8807	3.59129	-0.0567262	5.59061
8.17065	8.1093	1.64525	0.860167	-0.974762	1.29003	4.72495	1.26554	1.55142
7.36759	7.95249	0.85765	-2.21109	0.656514	1.85469	-0.0893563	-1.33782	-1.10583
9.62714	5.25863	4.202	1.85077	1.01655	0.992126	-3.24209	-0.95735	-4.32204
8.90322	6.40776	5.43743	2.1455	-2.25698	-0.622563	-3.83272	-9.29114	-7.46591
2.85396	9.2753	3.19014	-0.602675	0.534997	-0.873717	7.4011	-13.2311	10.4989
1.22553	3.04142	8.50576	-0.867361	-0.203941	0.562829	-13.4694	-3.42933	24.4019
4.72465	2.324	9.4929	-0.37861	-0.949574	-1.66986	-15.6473	9.36501	12.0992
8.67759	2.62202	3.88118	0.90224	1.52042	0.451734	15.9817	1.22325	-1.0645
3.87409	5.18643	9.23713	-0.923998	0.807411	0.919975	1.70783	-32.4701	-6.94186
1.06042	3.00419	1.68543	0.232613	-0.124704	-0.693062	-7.13489	-0.581771	9.01722
1.66706	9.11283	5.84347	-1.10774	-0.467724	-0.584257	0.759919	-26.3698	-20.2012
1.4229	8.20497	9.26289	-1.20858	-0.265862	-1.20197	5.93336	-1.60201	1.72317
5.38215	5.66444	9.72739	0.16343	-0.888024	-0.454408	5.40981	-1.25145	-7.41199
0.729151	0.43591	5.34168	2.09034	-1.27788	-0.808594	4.67242	-1.8957	-0.259347
8.21038	7.85513	7.38248	-0.703369	-0.927642	1.2185	-0.792175	-0.585962	-0.51552
7.00989	4.32281	4.92703	0.558672	1.46311	0.276797	1.10201	1.49009	0.612592
7.5164	5.01672	2.51968	0.198022	-0.403354	3.33992	0.184192	0.475057	-1.19463
4.21264	3.3174	8.32867	-0.772168	0.911224	1.97627	-13.6665	-10.434	-16.2333
2.98091	3.04801	8.04721	-0.914516	0.0697859	0.948611	20.4503	2.31967	-14.8504
6.91272	6.7129	9.74236	0.398176	-0.603228	-0.44193	3.02809	28.7635	9.40355
0.510052	5.54396	2.06529	0.881445	1.541	-0.471121	-0.909505	-3.07161	-14.6584
3.70078	2.38922	4.16617	2.34465	-0.104175	0.635752	15.5905	-41.2518	32.7059
8.71314	8.50962	5.5925	-0.863428	-1.60951	0.730694	-11.2697	-5.09541	4.5763
2.4399	7.02403	3.54132	-0.834976	0.969485	0.388181	-1.37876	-1.41032	-3.99342
1.53687	8.23603	6.6794	-3.30035	-0.986627	0.555885	-0.978675	0.505489	-2.45146
8.94253	3.31577	6.22234	0.959805	-0.168576	-0.510789	10.221	-16.4736	-49.986
3.30657	9.73563	4.55469	-0.140836	1.39237	0.0461973	13.6697	-18.1629	7.71697
1.14407	9.19714	1.91998	0.66329	-1.1251	0.299349	-1.86091	0.812062	-0.563006
1.10712	6.14649	2.74576	0.160548	1.13801	-1.74488	2.44666	9.45805	3.70939
6.16327	3.25339	0.055358	-0.814432	0.264753	2.83186	0.829647	1.58044	3.63275
7.66569	2.47191	3.84197	0.463886	-1.36805	1.37503	-16.3726	-1.34185	-2.93961
8.46355	7.51233	3.22815	-0.754473	1.4637	0.276727	3.35117	-2.22312	-5.03576
5.30116	8.40738	3.5902	-1.35523	-0.107277	0.0193691	-0.783797	1.4417	0.383764
4.71301	4.15324	3.94346	-0.359769	0.234487	-0.716621	3.32819	-12.2283	1.94456
1.099	9.07187	4.03782	-0.195712	-1.4515	-1.18872	2.95542	8.76501	2.7752
4.50378	0.510127	4.65006	1.6934	-1.0103	-1.15082	8.40386	-3.98215	2.96818
5.58179	2.306	7.17394	1.70859	-1.30704	-0.682361	3.08355	-1.43849	-21.3097
2.16845	4.10713	2.68792	-1.5598	-0.130293	-0.910665	-2.34252	1.48918	0.507081
7.20786	6.91848	8.57134	-1.72804	-0.289445	0.611873	-1.82217	1.74113	2.46734
1.82142	5.88364	9.87556	0.063625	-0.210132	1.09119	-4.439	-9.02701	2.15702
5.31695	1.21818	0.877354	-1.71332	-0.496267	2.25829	4.72191	3.86107	-15.9481
3.16194	2.17666	8.78693	-1.22904	0.238319	-1.01435	-1.89043	1.12798	-2.28831
9.6484	2.68661	7.73178	-2.25916	0.868267	-1.1184	-11.2345	11.735	-0.391501
0.0415467	0.612807	7.40492	2.71731	-0.857544	-1.34321	0.07991	8.34043	1.3003
2.20593	2.96626	8.68128	-0.0985906	2.17325	-0.812406	16.4706	-71.3259	5.98582
1.24742	8.02639	1.7315	0.273512	-3.1274	-1.7479	3.96988	28.2967	3.41564
0.541194	8.71805	5.34659	1.99873	0.423762	0.456988	14.3003	-15.684	2.10859
8.51669	7.01573	1.78698	-1.00657	-1.56952	0.782017	2.1575	2.38304	15.3087
9.98483	9.62596	8.97024	-0.0283664	0.162692	0.0163262	-3.5578	-10.4139	2.75395
7.89545	6.44847	4.93201	-0.914371	0.604276	1.17035	6.92919	7.19692	0.262338
5.97605	7.16695	1.25505	1.82358	-0.463103	0.439027	-28.3676	-62.5317	69.8774
9.49466	3.35508	1.78284	-1.39347	1.93312	-0.479344	-5.08828	9.59159	-4.79471
7.33727	5.59896	4.71524	0.00910708	0.978678	-0.482655	-9.24033	-8.91667	0.813779
7.48002	6.95202	7.41631	-1.99964	-0.0087686	-0.494174	6.33478	-6.94485	9.38791
5.96424	0.756794	4.80672	0.451908	0.969902	-1.13403	-0.675439	2.65111	0.25233
2.30179	4.47871	5.39963	0.107249	-0.0654298	-0.704967	-0.653648	-3.30407	-2.2661
2.75811	4.12608	0.963358	-1.47571	-1.96213	0.605272	-8.35223	-0.086871	7.39422
5.52367	8.55645	0.746746	-0.685861	0.168723	1.40435	-2.42371	0.218786	-5.53723
2.1932	7.20939	6.60129	0.797457	0.0528592	1.31931	2.35373	2.29385	-0.485589
3.37471	0.610621	1.82347	2.61075	-0.0685752	-0.371572	-1.18043	-0.202131	-1.61568
3.60807	1.04996	4.68792	-0.421155	0.521542	-1.06512	31.6409	28.4748	-15.6571
6.69031	8.68739	9.79487	-2.59073	0.490733	1.08955	21.4204	-3.5768	17.5241
7.52128	0.745439	0.831029	0.415866	0.497864	-1.97166	3.4667	0.36029	-3.07724
6.79759	5.54381	5.83941	-2.56936	-0.600175	-1.99294	2.65216	0.704238	-1.9092
5.33453	1.97201	2.74933	0.871408	-0.353369	-1.2683	-1.32232	0.662965	-2.64516
0.142476	0.543407	8.5087	1.39047	0.483645	-1.89759	-0.884502	8.37546	-4.68313
0.733793	3.27663	6.03489	0.744789	0.220501	2.96151	-0.145246	-2.78359	1.20304
8.83338	9.47704	1.40621	2.03668	-0.259509	-1.83681	-0.703969	4.68134	10.4819
9.63701	8.11862	8.37101	1.05934	0.286937	1.18732	14.3911	8.03359	-10.8828
4.37869	9.53168	5.54898	-1.05835	0.368103	1.54872	20.662	27.5574	-17.9694
2.30479	0.519554	8.4104	1.46725	-0.415541	-0.537348	-15.0268	7.62286	-6.4367
8.98917	9.5414	5.85526	0.363033	-1.94055	-1.82842	17.8104	16.6528	-9.36066
7.7385	6.40164	2.12575	0.525596	-0.652369	-0.676509	-16.1964	-8.80883	-26.1942
8.58007	6.75322	6.94152	-1.19678	1.97202	-2.5262	-4.42089	1.11929	-2.12523
4.74603	2.58535	1.89259	-1.08644	-0.142636	0.391475	-5.29468	-9.2085	3.04402
